tconst	titleType	primaryTitle	originalTitle	isAdult	startYear	endYear	runtimeMinutes	genres
tt0200550	movie	Coyote Ugly	Coyote Ugly	0	2000	\N	100	Comedy,Drama,Music
tt0203009	movie	Moulin Rouge!	Moulin Rouge!	0	2001	\N	127	Drama,Musical,Romance
tt0203019	movie	Men of Honor	Men of Honor	0	2000	\N	129	Biography,Drama
tt0203259	tvSeries	Law & Order: Special Victims Unit	Law & Order: Special Victims Unit	0	1999	\N	60	Crime,Drama,Mystery
tt0204946	movie	Bring It On	Bring It On	0	2000	\N	98	Comedy,Romance,Sport
tt0206512	tvSeries	SpongeBob SquarePants	SpongeBob SquarePants	0	1999	\N	23	Animation,Comedy,Family
tt0206634	movie	Children of Men	Children of Men	0	2006	\N	109	Action,Drama,Sci-Fi
tt0207201	movie	What Women Want	What Women Want	0	2000	\N	127	Comedy,Fantasy,Romance
tt0208092	movie	Snatch	Snatch	0	2000	\N	102	Comedy,Crime
tt0209144	movie	Memento	Memento	0	2000	\N	113	Mystery,Thriller
tt0209163	movie	The Mummy Returns	The Mummy Returns	0	2001	\N	130	Action,Adventure,Fantasy
tt0209958	movie	The Cell	The Cell	0	2000	\N	107	Crime,Horror,Sci-Fi
tt0210945	movie	Remember the Titans	Remember the Titans	0	2000	\N	113	Biography,Drama,Sport
tt0211915	movie	Amélie	Le fabuleux destin d'Amélie Poulain	0	2001	\N	122	Comedy,Romance
tt0212338	movie	Meet the Parents	Meet the Parents	0	2000	\N	108	Comedy,Romance
tt0212346	movie	Miss Congeniality	Miss Congeniality	0	2000	\N	109	Action,Comedy,Crime
tt0212671	tvSeries	Malcolm in the Middle	Malcolm in the Middle	0	2000	2006	22	Comedy,Family
tt0212720	movie	A.I. Artificial Intelligence	A.I. Artificial Intelligence	0	2001	\N	146	Adventure,Drama,Sci-Fi
tt0212985	movie	Hannibal	Hannibal	0	2001	\N	131	Crime,Drama,Thriller
tt0213149	movie	Pearl Harbor	Pearl Harbor	0	2001	\N	183	Action,Drama,Romance
tt0213338	tvSeries	Cowboy Bebop	Kaubôi bibappu: Cowboy Bebop	0	1998	1999	24	Action,Adventure,Animation
tt0213847	movie	Malena	Malèna	0	2000	\N	108	Drama,Romance,War
tt0214341	tvSeries	Dragon Ball Z	Dragon Ball Z	0	1996	2003	24	Action,Adventure,Animation
tt0215129	movie	Road Trip	Road Trip	0	2000	\N	93	Comedy
tt0215750	movie	Enemy at the Gates	Enemy at the Gates	0	2001	\N	131	Action,Drama,War
tt0216216	movie	The 6th Day	The 6th Day	0	2000	\N	123	Action,Mystery,Sci-Fi
tt0217505	movie	Gangs of New York	Gangs of New York	0	2002	\N	167	Crime,Drama
tt0217869	movie	Unbreakable	Unbreakable	0	2000	\N	106	Drama,Mystery,Sci-Fi
tt0218967	movie	The Family Man	The Family Man	0	2000	\N	125	Comedy,Drama,Fantasy
tt0221027	movie	Blow	Blow	0	2001	\N	124	Biography,Crime,Drama
tt0223897	movie	Pay It Forward	Pay It Forward	0	2000	\N	123	Drama
tt0227445	movie	The Score	The Score	0	2001	\N	124	Action,Crime,Drama
tt0227538	movie	Spy Kids	Spy Kids	0	2001	\N	88	Action,Adventure,Comedy
tt0230011	movie	Atlantis: The Lost Empire	Atlantis: The Lost Empire	0	2001	\N	95	Action,Adventure,Animation
tt0230030	movie	Bedazzled	Bedazzled	0	2000	\N	93	Comedy,Fantasy
tt0230600	movie	The Others	The Others	0	2001	\N	104	Horror,Mystery,Thriller
tt0232500	movie	The Fast and the Furious	The Fast and the Furious	0	2001	\N	106	Action,Crime,Thriller
tt0234215	movie	The Matrix Reloaded	The Matrix Reloaded	0	2003	\N	138	Action,Sci-Fi
tt0236493	movie	The Mexican	The Mexican	0	2001	\N	123	Adventure,Comedy,Drama
tt0238380	movie	Equilibrium	Equilibrium	0	2002	\N	107	Action,Drama,Sci-Fi
tt0238784	tvSeries	Gilmore Girls	Gilmore Girls	0	2000	2007	44	Comedy,Drama
tt0240772	movie	Ocean's Eleven	Ocean's Eleven	0	2001	\N	116	Crime,Thriller
tt0240890	movie	Serendipity	Serendipity	0	2001	\N	90	Comedy,Romance
tt0241303	movie	Chocolat	Chocolat	0	2000	\N	121	Drama,Romance
tt0241527	movie	Harry Potter and the Sorcerer's Stone	Harry Potter and the Sorcerer's Stone	0	2001	\N	152	Adventure,Family,Fantasy
tt0242423	movie	Dude, Where's My Car?	Dude, Where's My Car?	0	2000	\N	83	Comedy,Mystery,Sci-Fi
tt0242653	movie	The Matrix Revolutions	The Matrix Revolutions	0	2003	\N	129	Action,Sci-Fi
tt0243133	movie	The Man Who Wasn't There	The Man Who Wasn't There	0	2001	\N	116	Crime,Drama
tt0243155	movie	Bridget Jones's Diary	Bridget Jones's Diary	0	2001	\N	97	Comedy,Drama,Romance
tt0244244	movie	Swordfish	Swordfish	0	2001	\N	99	Action,Crime,Thriller
tt0245429	movie	Spirited Away	Sen to Chihiro no kamikakushi	0	2001	\N	125	Adventure,Animation,Family
tt0245574	movie	And Your Mother Too	Y tu mamá también	0	2001	\N	106	Drama
tt0245712	movie	Amores Perros	Amores perros	0	2000	\N	154	Drama,Thriller
tt0245844	movie	The Count of Monte Cristo	The Count of Monte Cristo	0	2002	\N	131	Action,Adventure,Drama
tt0246460	movie	Die Another Day	Die Another Day	0	2002	\N	133	Action,Adventure,Thriller
tt0246578	movie	Donnie Darko	Donnie Darko	0	2001	\N	113	Drama,Mystery,Sci-Fi
tt0247638	movie	The Princess Diaries	The Princess Diaries	0	2001	\N	115	Comedy,Family,Romance
tt0247745	movie	Super Troopers	Super Troopers	0	2001	\N	100	Comedy,Crime,Mystery
tt0248654	tvSeries	Six Feet Under	Six Feet Under	0	2001	2005	60	Comedy,Drama
tt0248667	movie	Ali	Ali	0	2001	\N	157	Biography,Drama,Sport
tt0249462	movie	Billy Elliot	Billy Elliot	0	2000	\N	110	Drama,Music
tt0250494	movie	Legally Blonde	Legally Blonde	0	2001	\N	96	Comedy,Romance
tt0250687	movie	Rat Race	Rat Race	0	2001	\N	112	Action,Adventure,Comedy
tt0251075	movie	Evolution	Evolution	0	2001	\N	101	Comedy,Sci-Fi
tt0251127	movie	How to Lose a Guy in 10 Days	How to Lose a Guy in 10 Days	0	2003	\N	116	Comedy,Romance
tt0251160	movie	John Q	John Q	0	2002	\N	116	Crime,Drama,Thriller
tt0252866	movie	American Pie 2	American Pie 2	0	2001	\N	108	Comedy
tt0253474	movie	The Pianist	The Pianist	0	2002	\N	150	Biography,Drama,Music
tt0253556	movie	Reign of Fire	Reign of Fire	0	2002	\N	101	Action,Adventure,Fantasy
tt0256380	movie	Shallow Hal	Shallow Hal	0	2001	\N	114	Comedy,Drama,Fantasy
tt0256415	movie	Sweet Home Alabama	Sweet Home Alabama	0	2002	\N	108	Comedy,Romance
tt0257044	movie	Road to Perdition	Road to Perdition	0	2002	\N	117	Crime,Drama,Thriller
tt0257076	movie	S.W.A.T.	S.W.A.T.	0	2003	\N	117	Action,Adventure,Crime
tt0257106	movie	Scary Movie 2	Scary Movie 2	0	2001	\N	83	Comedy,Horror
tt0257360	movie	About Schmidt	About Schmidt	0	2002	\N	125	Drama
tt0258000	movie	Panic Room	Panic Room	0	2002	\N	112	Crime,Drama,Thriller
tt0258463	movie	The Bourne Identity	The Bourne Identity	0	2002	\N	119	Action,Mystery,Thriller
tt0259324	movie	Ghost Rider	Ghost Rider	0	2007	\N	110	Action,Fantasy,Thriller
tt0259446	movie	My Big Fat Greek Wedding	My Big Fat Greek Wedding	0	2002	\N	95	Comedy,Drama,Romance
tt0259711	movie	Vanilla Sky	Vanilla Sky	0	2001	\N	136	Fantasy,Mystery,Romance
tt0261392	movie	Jay and Silent Bob Strike Back	Jay and Silent Bob Strike Back	0	2001	\N	104	Comedy
tt0263488	movie	Jeepers Creepers	Jeepers Creepers	0	2001	\N	90	Horror,Mystery
tt0264235	tvSeries	Curb Your Enthusiasm	Curb Your Enthusiasm	0	2000	2024	30	Comedy
tt0264464	movie	Catch Me If You Can	Catch Me If You Can	0	2002	\N	141	Biography,Crime,Drama
tt0265086	movie	Black Hawk Down	Black Hawk Down	0	2001	\N	144	Action,Drama,History
tt0265208	movie	The Girl Next Door	The Girl Next Door	0	2004	\N	109	Comedy,Drama,Romance
tt0265459	movie	One Hour Photo	One Hour Photo	0	2002	\N	96	Drama,Thriller
tt0265666	movie	The Royal Tenenbaums	The Royal Tenenbaums	0	2001	\N	110	Comedy,Drama
tt0266308	movie	Battle Royale	Batoru rowaiaru	0	2000	\N	114	Action,Adventure,Drama
tt0266543	movie	Finding Nemo	Finding Nemo	0	2003	\N	100	Adventure,Animation,Comedy
tt0266697	movie	Kill Bill: Vol. 1	Kill Bill: Vol. 1	0	2003	\N	111	Action,Crime,Thriller
tt0266915	movie	Rush Hour 2	Rush Hour 2	0	2001	\N	90	Action,Comedy,Crime
tt0266987	movie	Spy Game	Spy Game	0	2001	\N	126	Action,Crime,Thriller
tt0267913	movie	Scooby-Doo	Scooby-Doo	0	2002	\N	86	Adventure,Comedy,Family
tt0268126	movie	Adaptation.	Adaptation.	0	2002	\N	115	Comedy,Drama
tt0268380	movie	Ice Age	Ice Age	0	2002	\N	81	Adventure,Animation,Comedy
tt0268695	movie	The Time Machine	The Time Machine	0	2002	\N	96	Action,Adventure,Sci-Fi
tt0268978	movie	A Beautiful Mind	A Beautiful Mind	0	2001	\N	135	Biography,Drama,Mystery
tt0272152	movie	K-PAX	K-PAX	0	2001	\N	120	Drama,Mystery,Sci-Fi
tt0272338	movie	Punch-Drunk Love	Punch-Drunk Love	0	2002	\N	95	Comedy,Drama,Romance
tt0274166	movie	Johnny English	Johnny English	0	2003	\N	87	Action,Adventure,Comedy
tt0274558	movie	The Hours	The Hours	0	2002	\N	110	Drama,Romance
tt0275847	movie	Lilo & Stitch	Lilo & Stitch	0	2002	\N	85	Adventure,Animation,Comedy
tt0276751	movie	About a Boy	About a Boy	0	2002	\N	101	Comedy,Drama,Romance
tt0276919	movie	Dogville	Dogville	0	2003	\N	178	Crime,Drama
tt0277027	movie	I Am Sam	I Am Sam	0	2001	\N	132	Drama
tt0277296	movie	The Scorpion King	The Scorpion King	0	2002	\N	92	Action,Adventure,Fantasy
tt0277371	movie	Not Another Teen Movie	Not Another Teen Movie	0	2001	\N	89	Comedy
tt0277434	movie	We Were Soldiers	We Were Soldiers	0	2002	\N	138	Action,Drama,History
tt0278504	movie	Insomnia	Insomnia	0	2002	\N	118	Drama,Mystery,Thriller
tt0279600	tvSeries	Smallville	Smallville	0	2001	2017	60	Action,Adventure,Drama
tt0280590	movie	Mr. Deeds	Mr. Deeds	0	2002	\N	96	Comedy,Romance
tt0281358	movie	A Walk to Remember	A Walk to Remember	0	2002	\N	101	Drama,Romance
tt0283111	movie	National Lampoon's Van Wilder	National Lampoon's Van Wilder	0	2002	\N	92	Comedy,Romance
tt0285331	tvSeries	24	24	0	2001	2010	44	Action,Crime,Drama
tt0285403	tvSeries	Scrubs	Scrubs	0	2001	2010	22	Comedy,Drama
tt0285823	movie	Once Upon a Time in Mexico	Once Upon a Time in Mexico	0	2003	\N	102	Action,Crime,Thriller
tt0286106	movie	Signs	Signs	0	2002	\N	106	Drama,Mystery,Sci-Fi
tt0286499	movie	Bend It Like Beckham	Bend It Like Beckham	0	2002	\N	112	Comedy,Drama,Romance
tt0286716	movie	Hulk	Hulk	0	2003	\N	138	Action,Sci-Fi
tt0287467	movie	Talk to Her	Hable con ella	0	2002	\N	112	Drama,Mystery,Romance
tt0287978	movie	Daredevil	Daredevil	0	2003	\N	103	Action,Crime
tt0288477	movie	Ghost Ship	Ghost Ship	0	2002	\N	91	Horror,Mystery,Thriller
tt0289043	movie	28 Days Later	28 Days Later...	0	2002	\N	113	Drama,Horror,Sci-Fi
tt0289765	movie	Red Dragon	Red Dragon	0	2002	\N	124	Crime,Drama,Thriller
tt0289879	movie	The Butterfly Effect	The Butterfly Effect	0	2004	\N	113	Drama,Sci-Fi,Thriller
tt0289992	movie	The Life of David Gale	The Life of David Gale	0	2003	\N	130	Crime,Drama,Mystery
tt0290002	movie	Meet the Fockers	Meet the Fockers	0	2004	\N	115	Comedy,Romance
tt0290334	movie	X2	X2	0	2003	\N	134	Action,Sci-Fi,Thriller
tt0290673	movie	Irreversible	Irréversible	0	2002	\N	97	Crime,Drama,Mystery
tt0290978	tvSeries	The Office	The Office	0	2001	2003	30	Comedy,Drama
tt0292506	movie	The Recruit	The Recruit	0	2003	\N	115	Action,Thriller
tt0292963	movie	Before the Devil Knows You're Dead	Before the Devil Knows You're Dead	0	2007	\N	117	Crime,Drama,Thriller
tt0293429	movie	Mortal Kombat	Mortal Kombat	0	2021	\N	110	Action,Adventure,Fantasy
tt0293508	movie	The Phantom of the Opera	The Phantom of the Opera	0	2004	\N	143	Drama,Musical,Romance
tt0293564	movie	Rush Hour 3	Rush Hour 3	0	2007	\N	91	Action,Comedy,Crime
tt0293662	movie	The Transporter	The Transporter	0	2002	\N	92	Action,Crime,Thriller
tt0295178	movie	Austin Powers in Goldmember	Austin Powers in Goldmember	0	2002	\N	94	Action,Adventure,Comedy
tt0295297	movie	Harry Potter and the Chamber of Secrets	Harry Potter and the Chamber of Secrets	0	2002	\N	161	Adventure,Family,Fantasy
tt0295700	movie	Wrong Turn	Wrong Turn	0	2003	\N	84	Horror,Thriller
tt0295701	movie	xXx	xXx	0	2002	\N	124	Action,Adventure,Thriller
tt0296572	movie	The Chronicles of Riddick	The Chronicles of Riddick	0	2004	\N	119	Action,Adventure,Sci-Fi
tt0298130	movie	The Ring	The Ring	0	2002	\N	115	Horror,Mystery
tt0298148	movie	Shrek 2	Shrek 2	0	2004	\N	93	Adventure,Animation,Comedy
tt0298203	movie	8 Mile	8 Mile	0	2002	\N	110	Drama,Music
tt0298814	movie	The Core	The Core	0	2003	\N	135	Action,Adventure,Sci-Fi
tt0299658	movie	Chicago	Chicago	0	2002	\N	113	Comedy,Crime,Musical
tt0299977	movie	Hero	Ying xiong	0	2002	\N	120	Action,Adventure,Drama
tt0300471	movie	Shanghai Knights	Shanghai Knights	0	2003	\N	114	Action,Adventure,Comedy
tt0301357	movie	Good Bye Lenin!	Good Bye Lenin!	0	2003	\N	121	Comedy,Drama,Romance
tt0302640	movie	The Hot Chick	The Hot Chick	0	2002	\N	104	Comedy,Fantasy
tt0302886	movie	Old School	Old School	0	2003	\N	88	Comedy
tt0303461	tvSeries	Firefly	Firefly	0	2002	2003	45	Adventure,Drama,Sci-Fi
tt0304141	movie	Harry Potter and the Prisoner of Azkaban	Harry Potter and the Prisoner of Azkaban	0	2004	\N	142	Adventure,Family,Fantasy
tt0305224	movie	Anger Management	Anger Management	0	2003	\N	106	Comedy
tt0305357	movie	Charlie's Angels: Full Throttle	Charlie's Angels: Full Throttle	0	2003	\N	106	Action,Adventure,Comedy
tt0306047	movie	Scary Movie 3	Scary Movie 3	0	2003	\N	84	Comedy
tt0306414	tvSeries	The Wire	The Wire	0	2002	2008	60	Crime,Drama,Thriller
tt0307453	movie	Shark Tale	Shark Tale	0	2004	\N	90	Adventure,Animation,Comedy
tt0307901	movie	25th Hour	25th Hour	0	2002	\N	135	Drama
tt0307987	movie	Bad Santa	Bad Santa	0	2003	\N	92	Comedy,Crime,Drama
tt0308644	movie	Finding Neverland	Finding Neverland	0	2004	\N	106	Biography,Drama,Family
tt0309593	movie	Final Destination 2	Final Destination 2	0	2003	\N	90	Horror,Thriller
tt0309698	movie	Identity	Identity	0	2003	\N	90	Mystery,Thriller
tt0309987	movie	The Dreamers	The Dreamers	0	2003	\N	115	Drama,Romance
tt0310793	movie	Bowling for Columbine	Bowling for Columbine	0	2002	\N	120	Crime,Documentary,Drama
tt0311113	movie	Master and Commander: The Far Side of the World	Master and Commander: The Far Side of the World	0	2003	\N	138	Action,Adventure,Drama
tt0311289	movie	Holes	Holes	0	2003	\N	117	Adventure,Comedy,Drama
tt0311429	movie	The League of Extraordinary Gentlemen	The League of Extraordinary Gentlemen	0	2003	\N	110	Action,Adventure,Fantasy
tt0312004	movie	Wallace & Gromit: The Curse of the Were-Rabbit	The Curse of the Were-Rabbit	0	2005	\N	85	Adventure,Animation,Comedy
tt0313542	movie	Runaway Jury	Runaway Jury	0	2003	\N	127	Crime,Drama,Thriller
tt0313737	movie	Two Weeks Notice	Two Weeks Notice	0	2002	\N	101	Comedy,Romance
tt0314331	movie	Love Actually	Love Actually	0	2003	\N	135	Comedy,Drama,Romance
tt0314353	movie	Tears of the Sun	Tears of the Sun	0	2003	\N	121	Action,Drama,Thriller
tt0315327	movie	Bruce Almighty	Bruce Almighty	0	2003	\N	101	Comedy,Fantasy
tt0315733	movie	21 Grams	21 Grams	0	2003	\N	124	Crime,Drama,Thriller
tt0316654	movie	Spider-Man 2	Spider-Man 2	0	2004	\N	127	Action,Adventure,Sci-Fi
tt0317198	movie	Bridget Jones: The Edge of Reason	Bridget Jones: The Edge of Reason	0	2004	\N	108	Comedy,Drama,Romance
tt0317219	movie	Cars	Cars	0	2006	\N	116	Adventure,Animation,Comedy
tt0317248	movie	City of God	Cidade de Deus	0	2002	\N	130	Crime,Drama
tt0317705	movie	The Incredibles	The Incredibles	0	2004	\N	115	Action,Adventure,Animation
tt0317740	movie	The Italian Job	The Italian Job	0	2003	\N	111	Action,Crime,Thriller
tt0317919	movie	Mission: Impossible III	Mission: Impossible III	0	2006	\N	126	Action,Adventure,Thriller
tt0318462	movie	The Motorcycle Diaries	Diarios de motocicleta	0	2004	\N	126	Adventure,Biography,Drama
tt0318627	movie	Resident Evil: Apocalypse	Resident Evil: Apocalypse	0	2004	\N	94	Action,Horror,Sci-Fi
tt0318649	movie	Sahara	Sahara	0	2005	\N	124	Action,Adventure,Comedy
tt0319061	movie	Big Fish	Big Fish	0	2003	\N	125	Adventure,Drama,Fantasy
tt0319262	movie	The Day After Tomorrow	The Day After Tomorrow	0	2004	\N	124	Action,Adventure,Sci-Fi
tt0319343	movie	Elf	Elf	0	2003	\N	97	Adventure,Comedy,Family
tt0320661	movie	Kingdom of Heaven	Kingdom of Heaven	0	2005	\N	144	Action,Adventure,Drama
tt0320691	movie	Underworld	Underworld	0	2003	\N	121	Action,Fantasy,Thriller
tt0322259	movie	2 Fast 2 Furious	2 Fast 2 Furious	0	2003	\N	107	Action,Crime,Thriller
tt0322330	movie	Freaky Friday	Freaky Friday	0	2003	\N	97	Comedy,Family,Fantasy
tt0322802	movie	Jackass: The Movie	Jackass: The Movie	0	2002	\N	85	Action,Comedy,Documentary
tt0324216	movie	The Texas Chainsaw Massacre	The Texas Chainsaw Massacre	0	2003	\N	98	Horror
tt0325703	movie	Lara Croft: Tomb Raider - The Cradle of Life	Lara Croft: Tomb Raider - The Cradle of Life	0	2003	\N	117	Action,Adventure,Fantasy
tt0325710	movie	The Last Samurai	The Last Samurai	0	2003	\N	154	Action,Drama
tt0325805	movie	Matchstick Men	Matchstick Men	0	2003	\N	116	Comedy,Crime,Drama
tt0325980	movie	Pirates of the Caribbean: The Curse of the Black Pearl	Pirates of the Caribbean: The Curse of the Black Pearl	0	2003	\N	143	Action,Adventure,Fantasy
tt0327056	movie	Mystic River	Mystic River	0	2003	\N	138	Crime,Drama,Mystery
tt0327084	movie	Over the Hedge	Over the Hedge	0	2006	\N	83	Adventure,Animation,Comedy
tt0327554	movie	Catwoman	Catwoman	0	2004	\N	104	Action,Crime,Fantasy
tt0327597	movie	Coraline	Coraline	0	2009	\N	100	Animation,Drama,Family
tt0327850	movie	The Rundown	The Rundown	0	2003	\N	104	Action,Adventure,Comedy
tt0328107	movie	Man on Fire	Man on Fire	0	2004	\N	146	Action,Crime,Drama
tt0328828	movie	American Wedding	American Wedding	0	2003	\N	96	Comedy
tt0328880	movie	Brother Bear	Brother Bear	0	2003	\N	85	Adventure,Animation,Comedy
tt0329101	movie	Freddy vs. Jason	Freddy vs. Jason	0	2003	\N	97	Action,Horror
tt0330373	movie	Harry Potter and the Goblet of Fire	Harry Potter and the Goblet of Fire	0	2005	\N	157	Adventure,Family,Fantasy
tt0330793	movie	The Punisher	The Punisher	0	2004	\N	124	Action,Crime,Drama
tt0332280	movie	The Notebook	The Notebook	0	2004	\N	123	Drama,Romance
tt0332379	movie	School of Rock	School of Rock	0	2003	\N	109	Comedy,Music
tt0332452	movie	Troy	Troy	0	2004	\N	163	Adventure,Drama
tt0333766	movie	Garden State	Garden State	0	2004	\N	102	Comedy,Drama,Romance
tt0335245	movie	The Ladykillers	The Ladykillers	0	2004	\N	104	Comedy,Crime,Thriller
tt0335266	movie	Lost in Translation	Lost in Translation	0	2003	\N	102	Comedy,Drama
tt0335345	movie	The Passion of the Christ	The Passion of the Christ	0	2004	\N	127	Drama
tt0335438	movie	Starsky & Hutch	Starsky & Hutch	0	2004	\N	101	Comedy,Crime
tt0337563	movie	13 Going on 30	13 Going on 30	0	2004	\N	98	Comedy,Fantasy,Romance
tt0337741	movie	Something's Gotta Give	Something's Gotta Give	0	2003	\N	128	Comedy,Drama,Romance
tt0337921	movie	Cellular	Cellular	0	2004	\N	94	Action,Crime,Thriller
tt0337978	movie	Live Free or Die Hard	Live Free or Die Hard	0	2007	\N	128	Action,Thriller
tt0338013	movie	Eternal Sunshine of the Spotless Mind	Eternal Sunshine of the Spotless Mind	0	2004	\N	108	Drama,Romance,Sci-Fi
tt0338337	movie	Paycheck	Paycheck	0	2003	\N	119	Action,Mystery,Sci-Fi
tt0338348	movie	The Polar Express	The Polar Express	0	2004	\N	100	Adventure,Animation,Comedy
tt0338526	movie	Van Helsing	Van Helsing	0	2004	\N	131	Action,Adventure,Fantasy
tt0338564	movie	Infernal Affairs	Mou gaan dou	0	2002	\N	101	Action,Crime,Drama
tt0338751	movie	The Aviator	The Aviator	0	2004	\N	170	Biography,Drama
tt0339291	movie	A Series of Unfortunate Events	A Series of Unfortunate Events	0	2004	\N	108	Adventure,Comedy,Family
tt0340163	movie	Hostage	Hostage	0	2005	\N	113	Action,Crime,Drama
tt0340855	movie	Monster	Monster	0	2003	\N	109	Biography,Crime,Drama
tt0342258	movie	Unleashed	Unleashed	0	2005	\N	103	Action,Crime,Thriller
tt0343135	movie	Along Came Polly	Along Came Polly	0	2004	\N	90	Comedy,Romance
tt0343660	movie	50 First Dates	50 First Dates	0	2004	\N	99	Comedy,Drama,Romance
tt0343737	movie	The Good Shepherd	The Good Shepherd	0	2006	\N	167	Drama,History,Thriller
tt0343818	movie	I, Robot	I, Robot	0	2004	\N	115	Action,Mystery,Sci-Fi
tt0345950	movie	The SpongeBob SquarePants Movie	The SpongeBob SquarePants Movie	0	2004	\N	87	Adventure,Animation,Comedy
tt0346491	movie	Alexander	Alexander	0	2004	\N	175	Action,Biography,Drama
tt0347149	movie	Howl's Moving Castle	Hauru no ugoku shiro	0	2004	\N	119	Adventure,Animation,Family
tt0348150	movie	Superman Returns	Superman Returns	0	2006	\N	154	Action,Adventure,Sci-Fi
tt0348333	movie	Waiting...	Waiting...	0	2005	\N	94	Comedy
tt0348836	movie	Gothika	Gothika	0	2003	\N	98	Horror,Mystery,Thriller
tt0348914	tvSeries	Deadwood	Deadwood	0	2004	2006	60	Crime,Drama,History
tt0349205	movie	Cheaper by the Dozen	Cheaper by the Dozen	0	2003	\N	98	Comedy,Family
tt0349683	movie	King Arthur	King Arthur	0	2004	\N	126	Action,Adventure,Drama
tt0349903	movie	Ocean's Twelve	Ocean's Twelve	0	2004	\N	125	Crime,Thriller
tt0350258	movie	Ray	Ray	0	2004	\N	152	Biography,Drama,Music
tt0351283	movie	Madagascar	Madagascar	0	2005	\N	86	Adventure,Animation,Comedy
tt0351977	movie	Walking Tall	Walking Tall	0	2004	\N	86	Action,Crime
tt0352248	movie	Cinderella Man	Cinderella Man	0	2005	\N	144	Biography,Drama,Romance
tt0353969	movie	Memories of Murder	Salinui chueok	0	2003	\N	132	Crime,Drama,Mystery
tt0355295	movie	The Brothers Grimm	The Brothers Grimm	0	2005	\N	118	Action,Adventure,Comedy
tt0356150	movie	EuroTrip	EuroTrip	0	2004	\N	92	Comedy
tt0356910	movie	Mr. & Mrs. Smith	Mr. & Mrs. Smith	0	2005	\N	120	Action,Comedy,Crime
tt0357413	movie	Anchorman: The Legend of Ron Burgundy	Anchorman: The Legend of Ron Burgundy	0	2004	\N	94	Comedy
tt0358082	movie	Robots	Robots	0	2005	\N	91	Adventure,Animation,Comedy
tt0358273	movie	Walk the Line	Walk the Line	0	2005	\N	136	Biography,Drama,Music
tt0359013	movie	Blade: Trinity	Blade: Trinity	0	2004	\N	113	Action,Horror,Sci-Fi
tt0359950	movie	The Secret Life of Walter Mitty	The Secret Life of Walter Mitty	0	2013	\N	114	Adventure,Comedy,Drama
tt0360486	movie	Constantine	Constantine	0	2005	\N	121	Action,Fantasy,Horror
tt0360717	movie	King Kong	King Kong	0	2005	\N	187	Action,Adventure,Romance
tt0361596	movie	Fahrenheit 9/11	Fahrenheit 9/11	0	2004	\N	122	Documentary,Drama,War
tt0361748	movie	Inglourious Basterds	Inglourious Basterds	0	2009	\N	153	Adventure,Drama,War
tt0361862	movie	The Machinist	The Machinist	0	2004	\N	101	Drama,Thriller
tt0362120	movie	Scary Movie 4	Scary Movie 4	0	2006	\N	83	Comedy
tt0362227	movie	The Terminal	The Terminal	0	2004	\N	128	Comedy,Drama,Romance
tt0362270	movie	The Life Aquatic with Steve Zissou	The Life Aquatic with Steve Zissou	0	2004	\N	119	Action,Adventure,Comedy
tt0363163	movie	Downfall	Der Untergang	0	2004	\N	156	Biography,Drama,History
tt0363547	movie	Dawn of the Dead	Dawn of the Dead	0	2004	\N	101	Action,Horror
tt0363771	movie	The Chronicles of Narnia: The Lion, the Witch and the Wardrobe	The Chronicles of Narnia: The Lion, the Witch and the Wardrobe	0	2005	\N	143	Adventure,Family,Fantasy
tt0363988	movie	Secret Window	Secret Window	0	2004	\N	96	Drama,Mystery,Thriller
tt0364569	movie	Oldboy	Oldeuboi	0	2003	\N	120	Action,Drama,Mystery
tt0364725	movie	Dodgeball: A True Underdog Story	Dodgeball: A True Underdog Story	0	2004	\N	92	Comedy,Sport
tt0364845	tvSeries	NCIS	NCIS: Naval Criminal Investigative Service	0	2003	\N	60	Action,Crime,Drama
tt0365686	movie	Revolver	Revolver	0	2005	\N	111	Action,Crime,Drama
tt0365737	movie	Syriana	Syriana	0	2005	\N	128	Drama,Thriller
tt0365748	movie	Shaun of the Dead	Shaun of the Dead	0	2004	\N	99	Comedy,Horror
tt0365830	movie	Tenacious D in the Pick of Destiny	Tenacious D in The Pick of Destiny	0	2006	\N	94	Adventure,Comedy,Music
tt0365907	movie	A Walk Among the Tombstones	A Walk Among the Tombstones	0	2014	\N	114	Action,Crime,Drama
tt0366548	movie	Happy Feet	Happy Feet	0	2006	\N	108	Adventure,Animation,Comedy
tt0366551	movie	Harold & Kumar Go to White Castle	Harold & Kumar Go to White Castle	0	2004	\N	88	Adventure,Comedy
tt0366627	movie	The Jacket	The Jacket	0	2005	\N	103	Drama,Fantasy,Mystery
tt0367279	tvSeries	Arrested Development	Arrested Development	0	2003	2019	22	Comedy
tt0367594	movie	Charlie and the Chocolate Factory	Charlie and the Chocolate Factory	0	2005	\N	115	Adventure,Comedy,Family
tt0367882	movie	Indiana Jones and the Kingdom of the Crystal Skull	Indiana Jones and the Kingdom of the Crystal Skull	0	2008	\N	122	Action,Adventure
tt0367959	movie	Hannibal Rising	Hannibal Rising	0	2007	\N	121	Adventure,Crime,Drama
tt0368008	movie	The Manchurian Candidate	The Manchurian Candidate	0	2004	\N	129	Drama,Mystery,Sci-Fi
tt0368447	movie	The Village	The Village	0	2004	\N	108	Drama,Mystery,Thriller
tt0368891	movie	National Treasure	National Treasure	0	2004	\N	131	Action,Adventure,Mystery
